"","Type","background","pvalue","oddvalue","Simulate"
"23186","cpm","random_test","0.526619354123206","0.997938545972358","4638"
"23187","highexp","random_test","0.743908128095628","0.966983860988279","4638"
"23188","highvar","random_test","0.485224563594019","1.0071140031018","4638"
"23189","specific.ob","random_test","0.169638068441937","1.07856797303101","4638"
"23190","DEG","random_test","0.85326529798633","0.954212280009812","4638"
"23191","cpm","random_test","0.0947745505007366","1.06088590047009","4639"
"23192","highexp","random_test","0.19086574976589","1.04822566677936","4639"
"23193","highvar","random_test","0.374710601081642","1.03409750850841","4639"
"23194","specific.ob","random_test","0.133770432416881","1.09110377540238","4639"
"23195","DEG","random_test","0.327504167552943","1.02138468245329","4639"
"23196","cpm","random_test","0.110633523935577","1.05673531128136","4640"
"23197","highexp","random_test","0.253147392979718","1.03678648398944","4640"
"23198","highvar","random_test","0.885659924057867","0.893679595110623","4640"
"23199","specific.ob","random_test","0.310558426307586","1.04137869219207","4640"
"23200","DEG","random_test","0.794768232337631","0.964175155131316","4640"
"23201","cpm","random_test","0.437996807204356","1.00789558562098","4641"
"23202","highexp","random_test","0.306129730376878","1.02825760066665","4641"
"23203","highvar","random_test","0.143300880896165","1.1075945265812","4641"
"23204","specific.ob","random_test","0.796462574116016","0.939352410399979","4641"
"23205","DEG","random_test","0.0575934139705348","1.07451710600995","4641"
"23206","cpm","random_test","0.976744171442317","0.915322620726464","4642"
"23207","highexp","random_test","0.96197314061953","0.910616978729307","4642"
"23208","highvar","random_test","0.793569264976435","0.928009986523376","4642"
"23209","specific.ob","random_test","0.817976723846854","0.933490374245266","4642"
"23210","DEG","random_test","0.984040829891915","0.90741259969713","4642"
"23211","cpm","random_test","0.64766777442977","0.98412610370534","4643"
"23212","highexp","random_test","0.807249146779115","0.956128995749","4643"
"23213","highvar","random_test","0.5228839439639","0.998188551403908","4643"
"23214","specific.ob","random_test","0.189726050681644","1.07232632558286","4643"
"23215","DEG","random_test","0.0153778209287285","1.1029613032119","4643"
"23216","cpm","random_test","0.0194518072961685","1.09667815216719","4644"
"23217","highexp","random_test","0.253147392979718","1.03678648398944","4644"
"23218","highvar","random_test","0.94426190833637","0.859879373624224","4644"
"23219","specific.ob","random_test","0.133770432416881","1.09110377540238","4644"
"23220","DEG","random_test","0.933981958610837","0.934508519009329","4644"
"23221","cpm","random_test","0.890353723882793","0.947354123655402","4645"
"23222","highexp","random_test","0.847858324100045","0.94799307080922","4645"
"23223","highvar","random_test","0.765187019829064","0.936678180466874","4645"
"23224","specific.ob","random_test","0.962360475014609","0.870124901152096","4645"
"23225","DEG","random_test","0.933981958610837","0.934508519009329","4645"
"23226","cpm","random_test","0.0806615311720933","1.06504906597275","4646"
"23227","highexp","random_test","0.612019058081127","0.986249281981609","4646"
"23228","highvar","random_test","0.668865135393277","0.962812508648932","4646"
"23229","specific.ob","random_test","0.0216250784291471","1.16780309497338","4646"
"23230","DEG","random_test","0.975153107204442","0.915096677952386","4646"
"23231","cpm","random_test","0.259256213390345","1.03008855958415","4647"
"23232","highexp","random_test","0.163630850634933","1.05397426663599","4647"
"23233","highvar","random_test","0.410817996074886","1.0250683522464","4647"
"23234","specific.ob","random_test","0.133770432416881","1.09110377540238","4647"
"23235","DEG","random_test","0.708979493962713","0.976229422513989","4647"
"23236","cpm","random_test","0.169344451385711","1.04435261869764","4648"
"23237","highexp","random_test","0.0308373222536132","1.10360626544343","4648"
"23238","highvar","random_test","0.447760062478179","1.01607388768719","4648"
"23239","specific.ob","random_test","0.36698495721118","1.02912038975768","4648"
"23240","DEG","random_test","0.088509073607824","1.06372574361","4648"
"23241","cpm","random_test","0.473314057070819","1.00390306557986","4649"
"23242","highexp","random_test","0.287924281940122","1.03109576831225","4649"
"23243","highvar","random_test","0.865911718962555","0.902209195576409","4649"
"23244","specific.ob","random_test","0.580521646898459","0.986750911577307","4649"
"23245","DEG","random_test","0.34399906885139","1.01929733885033","4649"
"23246","cpm","random_test","0.420508238519366","1.00989673882895","4650"
"23247","highexp","random_test","0.466012824946772","1.00572375952992","4650"
"23248","highvar","random_test","0.668865135393277","0.962812508648932","4650"
"23249","specific.ob","random_test","0.916420971329198","0.898683172124427","4650"
"23250","DEG","random_test","0.36079935825727","1.01721343293459","4650"
"23251","cpm","random_test","0.664096325049461","0.982164656517801","4651"
"23252","highexp","random_test","0.671262901710758","0.977967268188676","4651"
"23253","highvar","random_test","0.734827978279512","0.945317069388133","4651"
"23254","specific.ob","random_test","0.488024186463545","1.00480886289509","4651"
"23255","DEG","random_test","0.236347755122993","1.03391588100795","4651"
"23256","cpm","random_test","0.726509965535806","0.974348070111321","4652"
"23257","highexp","random_test","0.591608989567555","0.989018443230348","4652"
"23258","highvar","random_test","0.447760062478179","1.01607388768719","4652"
"23259","specific.ob","random_test","0.92794754252291","0.892940142260637","4652"
"23260","DEG","random_test","0.280117063451335","1.02766737418062","4652"
"23261","cpm","random_test","0.741172937840935","0.972401199880881","4653"
"23262","highexp","random_test","0.253147392979718","1.03678648398944","4653"
"23263","highvar","random_test","0.274133949507694","1.06139431306112","4653"
"23264","specific.ob","random_test","0.998162371943054","0.792207911886573","4653"
"23265","DEG","random_test","0.311342151240252","1.02347546721996","4653"
"23266","cpm","random_test","0.231302014140056","1.03410117804223","4654"
"23267","highexp","random_test","0.205477142351916","1.04535863148263","4654"
"23268","highvar","random_test","0.5228839439639","0.998188551403908","4654"
"23269","specific.ob","random_test","0.856610449134829","0.921813717144618","4654"
"23270","DEG","random_test","0.222646297242878","1.03602711934805","4654"
"23271","cpm","random_test","0.420508238519366","1.00989673882895","4655"
"23272","highexp","random_test","0.19086574976589","1.04822566677936","4655"
"23273","highvar","random_test","0.10552481923484","1.12632482065431","4655"
"23274","specific.ob","random_test","0.518999294120865","0.998773445362171","4655"
"23275","DEG","random_test","0.44830301469108","1.00684534739668","4655"
"23276","cpm","random_test","0.137858123641634","1.05053291261369","4656"
"23277","highexp","random_test","0.529139211332863","0.99735163202413","4656"
"23278","highvar","random_test","0.954392435848227","0.851508116972917","4656"
"23279","specific.ob","random_test","0.00668714809571526","1.2070996492788","4656"
"23280","DEG","random_test","0.677092251539912","0.980271640392101","4656"
"23281","cpm","random_test","0.964941174768806","0.922786846431722","4657"
"23282","highexp","random_test","0.99421599834004","0.874103554109317","4657"
"23283","highvar","random_test","0.918839108713244","0.876716148078475","4657"
"23284","specific.ob","random_test","0.889357104373211","0.910216655726144","4657"
"23285","DEG","random_test","0.66063044986679","0.98229729606943","4657"
"23286","cpm","random_test","0.0477929574399045","1.07761446087716","4658"
"23287","highexp","random_test","0.0599176377207137","1.08592528537501","4658"
"23288","highvar","random_test","0.410817996074886","1.0250683522464","4658"
"23289","specific.ob","random_test","0.310558426307586","1.04137869219207","4658"
"23290","DEG","random_test","0.34399906885139","1.01929733885033","4658"
"23291","cpm","random_test","0.38603853040394","1.01390884983993","4659"
"23292","highexp","random_test","0.651895816820613","0.980723698530243","4659"
"23293","highvar","random_test","0.165313729543598","1.09828328918616","4659"
"23294","specific.ob","random_test","0.610702185143374","0.980763405745188","4659"
"23295","DEG","random_test","0.36079935825727","1.01721343293459","4659"
"23296","cpm","random_test","0.890353723882793","0.947354123655402","4660"
"23297","highexp","random_test","0.632131728289437","0.983484368437682","4660"
"23298","highvar","random_test","0.94426190833637","0.859879373624224","4660"
"23299","specific.ob","random_test","0.968452843017432","0.864460054898787","4660"
"23300","DEG","random_test","0.927926865535425","0.936465678690786","4660"
"23301","cpm","random_test","0.0572829586180367","1.0734133018745","4661"
"23302","highexp","random_test","0.445097124205199","1.00852389042046","4661"
"23303","highvar","random_test","0.0235485967129932","1.20265971623292","4661"
"23304","specific.ob","random_test","0.0502580698108571","1.13553578936386","4661"
"23305","DEG","random_test","0.520455022535985","0.998612330846955","4661"
"23306","cpm","random_test","0.437996807204356","1.00789558562098","4662"
"23307","highexp","random_test","0.19086574976589","1.04822566677936","4662"
"23308","highvar","random_test","0.143300880896165","1.1075945265812","4662"
"23309","specific.ob","random_test","0.36698495721118","1.02912038975768","4662"
"23310","DEG","random_test","0.196653588367819","1.04025999361809","4662"
"23311","cpm","random_test","0.755420576835204","0.970457230541589","4663"
"23312","highexp","random_test","0.651895816820613","0.980723698530243","4663"
"23313","highvar","random_test","0.560403807802815","0.989296145542093","4663"
"23314","specific.ob","random_test","0.488024186463545","1.00480886289509","4663"
"23315","DEG","random_test","0.819651414675733","0.960181061464731","4663"
"23316","cpm","random_test","0.319997550750549","1.02197239270893","4664"
"23317","highexp","random_test","0.466012824946772","1.00572375952992","4664"
"23318","highvar","random_test","0.793569264976435","0.928009986523376","4664"
"23319","specific.ob","random_test","0.0428720290354215","1.1419546219523","4664"
"23320","DEG","random_test","0.0575934139705348","1.07451710600995","4664"
"23321","cpm","random_test","0.0111153298829239","1.10738220621869","4665"
"23322","highexp","random_test","0.0663925804051984","1.08299570776702","4665"
"23323","highvar","random_test","0.485224563594019","1.0071140031018","4665"
"23324","specific.ob","random_test","0.0786637770964579","1.11638682859266","4665"
"23325","DEG","random_test","0.0324881438762903","1.08757535273465","4665"
"23326","cpm","random_test","0.169344451385711","1.04435261869764","4666"
"23327","highexp","random_test","0.550112817269759","0.994570272424794","4666"
"23328","highvar","random_test","0.597451770766349","0.980436069640833","4666"
"23329","specific.ob","random_test","0.133770432416881","1.09110377540238","4666"
"23330","DEG","random_test","0.0687452640514286","1.07019073293638","4666"
"23331","cpm","random_test","0.769236976501586","0.968516157279042","4667"
"23332","highexp","random_test","0.671262901710758","0.977967268188676","4667"
"23333","highvar","random_test","0.885659924057867","0.893679595110623","4667"
"23334","specific.ob","random_test","0.773527275977684","0.94523001629575","4667"
"23335","DEG","random_test","0.556447310672057","0.994515202846416","4667"
"23336","cpm","random_test","0.831445615199954","0.958854064181934","4668"
